Timestamp,Open,High,Low,Close,BaseVolume,QuoteVolume
2025-02-10 10:20:00,97799.7,97800.0,97764.7,97764.7,16.091,1573543.1535
2025-02-10 10:19:00,97799.9,97800.3,97799.7,97799.7,26.765,2617618.6544
2025-02-10 10:18:00,97820.0,97820.0,97799.7,97799.9,18.64,1823050.5058
2025-02-10 10:17:00,97821.3,97821.6,97804.0,97820.0,70.517,6897938.9985
2025-02-10 10:16:00,97794.1,97828.4,97794.1,97821.3,36.505,3570656.6883
2025-02-10 10:15:00,97750.0,97804.1,97745.0,97794.1,73.802,7217448.5222
2025-02-10 10:14:00,97754.9,97818.0,97750.0,97750.0,49.115,4803173.7897
2025-02-10 10:13:00,97724.8,97754.9,97724.7,97754.9,16.914,1653260.2579
2025-02-10 10:12:00,97750.2,97756.2,97720.7,97724.8,19.496,1905581.8912
2025-02-10 10:11:00,97756.7,97757.0,97713.8,97750.2,24.219,2367339.6851
2025-02-10 10:10:00,97755.4,97780.2,97751.0,97756.7,25.243,2467952.032
2025-02-10 10:09:00,97700.7,97760.6,97700.7,97755.4,16.752,1637529.7227
2025-02-10 10:08:00,97676.0,97708.8,97670.2,97700.7,19.123,1868243.0399
2025-02-10 10:07:00,97631.5,97676.0,97618.1,97676.0,33.509,3272209.5664
2025-02-10 10:06:00,97736.4,97736.4,97627.3,97631.5,45.524,4445654.7423
2025-02-10 10:05:00,97660.1,97740.2,97655.1,97736.4,25.648,2505966.6747
2025-02-10 10:04:00,97609.7,97665.2,97609.4,97660.1,14.069,1373907.077
2025-02-10 10:03:00,97575.9,97609.7,97569.9,97609.7,14.313,1396729.022
2025-02-10 10:02:00,97554.6,97586.2,97554.6,97575.9,23.016,2245785.5845
2025-02-10 10:01:00,97660.0,97661.8,97554.6,97554.6,26.041,2541344.6496
2025-02-10 10:00:00,97626.4,97660.2,97626.3,97660.0,23.527,2297358.4882
2025-02-10 09:59:00,97627.3,97627.3,97615.4,97626.4,75.981,7417734.6603
2025-02-10 09:58:00,97572.3,97651.6,97572.2,97627.3,63.081,6158474.5932
2025-02-10 09:57:00,97550.0,97573.4,97545.7,97572.3,57.243,5584638.5103
2025-02-10 09:56:00,97493.5,97550.0,97493.5,97550.0,33.152,3232821.9593
2025-02-10 09:55:00,97465.6,97493.8,97454.5,97493.5,13.66,1331613.8849
2025-02-10 09:54:00,97448.6,97489.9,97448.2,97465.6,26.067,2540949.8704
2025-02-10 09:53:00,97473.1,97478.7,97443.1,97448.6,28.709,2797894.0528
2025-02-10 09:52:00,97449.1,97479.7,97448.8,97473.1,37.972,3701101.9721
2025-02-10 09:51:00,97459.0,97466.0,97439.9,97449.1,83.805,8167001.4149
2025-02-10 09:50:00,97571.3,97571.3,97438.0,97459.0,37.286,3634339.1008
2025-02-10 09:49:00,97537.0,97574.1,97535.0,97571.3,28.058,2737071.7883
2025-02-10 09:48:00,97537.0,97549.2,97536.7,97537.0,17.614,1718160.0798
2025-02-10 09:47:00,97548.9,97549.2,97500.0,97537.0,21.075,2055353.4913
2025-02-10 09:46:00,97499.9,97549.2,97483.0,97548.9,117.019,11414004.4131
2025-02-10 09:45:00,97536.3,97536.3,97437.7,97499.9,54.328,5295003.9732
2025-02-10 09:44:00,97574.3,97574.3,97536.0,97536.3,15.736,1534902.0501
2025-02-10 09:43:00,97588.5,97588.5,97574.0,97574.3,18.963,1850359.89
2025-02-10 09:42:00,97568.0,97588.5,97567.9,97588.5,26.163,2552892.1007
2025-02-10 09:41:00,97514.9,97568.2,97514.9,97568.0,32.734,3193165.1725
2025-02-10 09:40:00,97498.8,97515.2,97498.8,97514.9,39.13,3815577.6001
2025-02-10 09:39:00,97494.7,97510.2,97485.0,97498.8,61.057,5953027.1909
2025-02-10 09:38:00,97510.0,97541.2,97494.7,97494.7,103.541,10097732.1641
2025-02-10 09:37:00,97543.0,97546.2,97465.4,97510.0,194.81,18994678.4266
2025-02-10 09:36:00,97580.5,97583.6,97466.7,97543.0,92.103,8981735.4967
2025-02-10 09:35:00,97576.3,97587.0,97562.9,97580.5,38.25,3732419.035
2025-02-10 09:34:00,97591.2,97610.2,97562.9,97576.3,60.348,5889525.4647
2025-02-10 09:33:00,97629.3,97629.3,97589.1,97591.2,51.744,5050575.8131
2025-02-10 09:32:00,97582.3,97654.2,97578.9,97629.3,44.601,4354480.7473
2025-02-10 09:31:00,97612.0,97612.0,97560.0,97582.3,30.723,2997728.9142
2025-02-10 09:30:00,97630.1,97662.7,97612.0,97612.0,91.93,8976395.862
2025-02-10 09:29:00,97628.6,97630.6,97587.1,97630.1,66.088,6450943.627
2025-02-10 09:28:00,97747.6,97747.9,97628.1,97628.6,21.662,2115705.6671
2025-02-10 09:27:00,97788.9,97788.9,97747.6,97747.6,13.13,1283650.747
2025-02-10 09:26:00,97812.1,97818.0,97782.5,97788.9,17.765,1737405.9429
2025-02-10 09:25:00,97809.9,97814.4,97807.3,97812.1,9.228,902595.5865
2025-02-10 09:24:00,97798.2,97815.6,97797.9,97809.9,33.18,3245337.7184
2025-02-10 09:23:00,97749.9,97825.9,97749.9,97798.2,26.66,2607131.9823
2025-02-10 09:22:00,97717.9,97753.3,97705.6,97749.9,21.726,2123238.6237
2025-02-10 09:21:00,97764.0,97764.0,97704.2,97717.9,18.406,1798837.4686
2025-02-10 09:20:00,97799.8,97805.8,97764.0,97764.0,34.451,3369155.5873
2025-02-10 09:19:00,97756.5,97800.0,97756.5,97799.8,30.97,3028431.7578
2025-02-10 09:18:00,97713.8,97773.8,97713.8,97756.5,21.793,2130391.7618
2025-02-10 09:17:00,97720.0,97725.3,97713.8,97713.8,25.043,2447166.0541
2025-02-10 09:16:00,97737.8,97738.1,97700.0,97720.0,22.136,2162932.2432
2025-02-10 09:15:00,97683.8,97746.0,97683.5,97737.8,26.913,2630170.3659
2025-02-10 09:14:00,97659.2,97683.8,97650.0,97683.8,72.352,7066023.8475
2025-02-10 09:13:00,97784.5,97784.8,97645.5,97659.2,43.312,4230617.7759
2025-02-10 09:12:00,97807.9,97807.9,97771.9,97784.5,55.565,5433377.1023
2025-02-10 09:11:00,97773.5,97808.2,97773.0,97807.9,52.103,5095339.1379
2025-02-10 09:10:00,97715.8,97773.8,97715.8,97773.5,40.576,3966848.1591
2025-02-10 09:09:00,97783.3,97783.3,97700.2,97715.8,51.915,5074430.9886
2025-02-10 09:08:00,97722.3,97796.8,97722.3,97783.3,27.284,2667761.5559
2025-02-10 09:07:00,97715.0,97727.6,97715.0,97722.3,12.711,1242179.249
2025-02-10 09:06:00,97731.0,97735.9,97709.9,97715.0,13.939,1362139.7878
2025-02-10 09:05:00,97704.2,97734.8,97704.2,97731.0,22.723,2220642.9119
2025-02-10 09:04:00,97719.4,97719.5,97694.3,97704.2,27.529,2689783.6366
2025-02-10 09:03:00,97714.4,97746.1,97700.0,97719.4,35.848,3503115.9066
2025-02-10 09:02:00,97701.6,97714.7,97688.1,97714.4,48.537,4742005.8846
2025-02-10 09:01:00,97699.9,97731.8,97684.1,97701.6,41.634,4067671.4107
2025-02-10 09:00:00,97645.7,97700.0,97645.7,97699.9,57.683,5635134.3664
2025-02-10 08:59:00,97663.1,97663.4,97606.0,97645.7,45.002,4394087.1648
2025-02-10 08:58:00,97689.9,97690.0,97663.1,97663.1,19.485,1903371.5435
2025-02-10 08:57:00,97684.9,97690.7,97684.9,97689.9,30.091,2939573.2763
2025-02-10 08:56:00,97671.3,97723.5,97666.0,97684.9,19.6,1914793.2675
2025-02-10 08:55:00,97667.3,97699.9,97657.0,97671.3,46.513,4543130.0113
2025-02-10 08:54:00,97701.0,97701.0,97654.0,97667.3,22.877,2234478.0201
2025-02-10 08:53:00,97740.8,97740.8,97700.9,97701.0,15.596,1524003.7831
2025-02-10 08:52:00,97741.1,97741.1,97725.5,97740.8,17.639,1723965.9496
2025-02-10 08:51:00,97729.6,97741.1,97710.2,97741.1,50.053,4891875.4383
2025-02-10 08:50:00,97699.9,97737.2,97699.9,97729.6,20.257,1979502.1496
2025-02-10 08:49:00,97697.6,97700.0,97697.6,97699.9,55.172,5390301.3998
2025-02-10 08:48:00,97710.5,97710.8,97697.6,97697.6,44.802,4377340.6533
2025-02-10 08:47:00,97784.0,97784.6,97710.5,97710.5,38.249,3738550.4271
2025-02-10 08:46:00,97739.8,97792.4,97714.9,97784.0,42.136,4119510.5635
2025-02-10 08:45:00,97793.6,97832.4,97739.8,97739.8,61.059,5971604.0462
2025-02-10 08:44:00,97804.7,97811.1,97772.2,97793.6,36.893,3607986.4592
2025-02-10 08:43:00,97798.7,97805.1,97798.4,97804.7,50.541,4942961.0743
2025-02-10 08:42:00,97792.0,97843.7,97792.0,97798.7,45.822,4481666.1158
2025-02-10 08:41:00,97765.9,97792.3,97765.9,97792.0,46.91,4586672.2004
